canonical_id,uid,source_file,source_sheet,source_row_no,raw_name,city,province,org_type,anchor_id,cluster_match_score,needs_review,conflict_with_anchor,reasons
CANON-S00007,S1-9,企业岗位数据,Sheet1,9,"广东领益智造股份有限公司","广东省江门市蓬江区","广东",company,"",1.0000,0,0,"singleton"
CANON-S00008,S1-10,企业岗位数据,Sheet1,10,"蓝思科技股份有限公司","湖南省长沙市浏阳永安园区","湖南",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-145,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,145,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-244,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,244,"蓝思科技","东莞","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-313,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,313,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-359,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,359,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-441,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,441,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-486,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,486,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-543,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,543,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-544,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,544,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-545,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,545,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-546,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,546,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-547,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,547,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-548,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,548,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-549,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,549,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-550,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,550,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-551,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,551,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-552,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,552,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-553,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,553,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-554,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,554,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-555,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,555,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-556,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,556,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-657,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,657,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-688,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,688,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-738,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,738,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-739,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,739,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-771,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,771,"蓝思科技","东莞","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-775,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,775,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-801,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,801,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-810,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,810,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-881,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,881,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-890,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,890,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-900,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,900,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-910,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,910,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-913,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,913,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-930,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,930,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-939,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,939,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1012,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1012,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1017,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1017,"蓝思科技","深圳","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1040,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1040,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1049,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1049,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1052,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1052,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1062,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1062,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1121,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1121,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1159,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1159,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1164,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1164,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1166,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1166,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1167,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1167,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1170,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1170,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1177,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1177,"蓝思科技","深圳","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1200,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1200,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1230,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1230,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1236,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1236,"蓝思科技","东莞","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1244,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1244,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1269,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1269,"蓝思科技","东莞","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1303,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1303,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1305,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1305,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1312,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1312,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1315,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1315,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1341,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1341,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1357,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1357,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1365,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1365,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1371,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1371,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1374,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1374,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1377,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1377,"蓝思科技","泰州","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1379,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1379,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1392,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1392,"蓝思科技","","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1423,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1423,"蓝思科技","长沙","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1450,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1450,"蓝思科技","深圳","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
CANON-S00008,S2-1452,具身智能岗位_图谱映射与聚类分析_v1.xlsx,岗位明细,1452,"蓝思科技","深圳","",company,"",1.0000,0,0,"name_cn_exact_norm|name_cn_jw_1.00|name_cn_jac_1.00|variant_overlap:蓝思科技股份有限公司|type_match"
