cluster_code,role_name,technology_code,technology_name,support_count_in_cluster,esco_skill_hit_count,esco_occupation_hit,overlap_matched,external_agreement_score,status_flag
JC-c22c9977551769ca,,T1.01.05,具身推理机制,1,5,0,0,0.5,needs_human_review
JC-d123f3c410a6b153,slam算法工程师 · T5,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-d123f3c410a6b153,slam算法工程师 · T5,T4.01.05,数据采集设备与工具链,1,3,0,0,0.5,needs_human_review
JC-3dafca16fdced034,,T1.06.04,视觉感知与理解,1,6,0,0,0.5,needs_human_review
JC-3dafca16fdced034,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-3dafca16fdced034,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-3e4d93ceb633e109,,T3.08.02,域控制器,1,2,0,0,0.5,needs_human_review
JC-bfb73addc087f3aa,,T1.06.10,感知认知(通用),1,4,0,0,0.5,needs_human_review
JC-bfb73addc087f3aa,,T2.02.03,电子皮肤与柔性触觉,1,4,0,0,0.5,needs_human_review
JC-bfb73addc087f3aa,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T1.05.03,模仿学习,1,3,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T2.01.02,深度相机,1,2,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T2.02.01,六维力传感器,1,4,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T3.08.04,算力硬件,1,2,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-c793c2e9e50464a3,,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.01.06,大模型部署与推理优化,1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.03.05,双足行走与步态,1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T1.06.10,感知认知(通用),1,4,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T2.02.01,六维力传感器,1,4,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T2.02.09,力觉感知,1,2,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.05.02,关节驱动控制,1,6,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T3.08.02,域控制器,1,2,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-fa2295d95ecbf11f,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-978c67a677316e65,产品经理 · T3,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-978c67a677316e65,产品经理 · T3,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-978c67a677316e65,产品经理 · T3,T3.08.03,嵌入式计算,1,2,0,0,0.5,needs_human_review
JC-978c67a677316e65,产品经理 · T3,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-458b4d4f2f947c00,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-458b4d4f2f947c00,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-daef40a0ba9ba1ab,机械工程师 · T7,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-daef40a0ba9ba1ab,机械工程师 · T7,T6.03.04,检测认证,1,0,0,0,0.5,needs_human_review
JC-45fd4e5cd50a6b4d,资产定价 · T3,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T2.02.09,力觉感知,1,2,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T3.05.01,一体化关节模组,1,5,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T3.08.02,域控制器,1,2,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-97928031c1f704b8,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-440cda046629b5c8,采购工程师 · T3,T3.06.04,精密传动,1,2,0,0,0.5,needs_human_review
JC-fb47d7fb8ae57b96,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-fb47d7fb8ae57b96,,T3.05.02,关节驱动控制,1,6,0,0,0.5,needs_human_review
JC-fb47d7fb8ae57b96,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-fb47d7fb8ae57b96,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-1f07ca079098de4d,,T7.01.04,汽车制造,1,4,0,0,0.5,needs_human_review
JC-1f07ca079098de4d,,T7.02.02,智能仓储,1,6,0,0,0.5,needs_human_review
JC-2abede12816114a9,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-2abede12816114a9,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-2abede12816114a9,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-2abede12816114a9,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-2abede12816114a9,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-821a1d6ffba15f88,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-bcf9e28d871053a0,,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-bcf9e28d871053a0,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-bcf9e28d871053a0,,T7.01.01,巡检机器人(工业),1,6,0,0,0.5,needs_human_review
JC-bcf9e28d871053a0,,T7.02.04,物流配送机器人,1,3,0,0,0.5,needs_human_review
JC-611577b63bc2dfd5,agent应用负责人 · T1,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-611577b63bc2dfd5,agent应用负责人 · T1,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-611577b63bc2dfd5,agent应用负责人 · T1,T6.01.01,多模态交互,1,3,0,0,0.5,needs_human_review
JC-611577b63bc2dfd5,agent应用负责人 · T1,T7.07.05,消费级机器人(通用),1,2,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T2.02.07,机器视觉,1,4,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-541a7e9a556756c5,,T3.08.03,嵌入式计算,1,2,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T3.06.02,精密减速器,1,3,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T4.03.03,数字孪生,1,1,0,0,0.5,needs_human_review
JC-5114ab87858a4254,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-2801d1010b68e7b3,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-148920849a04b7ee,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-148920849a04b7ee,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-148920849a04b7ee,,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-148920849a04b7ee,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-69b7f97648c34125,具身智能数据采购负责人 · T4,T7.01.08,智能制造与工业自动化,1,6,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T1.05.01,扩散策略,1,5,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T3.01.01,双足人形机器人,1,5,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-f492396adacf294b,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-0d5b4f6174ffcb20,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-0d5b4f6174ffcb20,,T3.04.02,灵巧手(多指),1,5,0,0,0.5,needs_human_review
JC-0d5b4f6174ffcb20,,T4.01.01,遥操作数据采集,1,3,0,0,0.5,needs_human_review
JC-0d5b4f6174ffcb20,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-b8218cf9c45b79fa,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-b8218cf9c45b79fa,,T6.01.06,人机交互(通用),1,5,0,0,0.5,needs_human_review
JC-b8c826c19e28ac5b,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-502e7e2d90252456,,T1.06.03,多模态感知融合,1,6,0,0,0.5,needs_human_review
JC-502e7e2d90252456,,T6.01.01,多模态交互,1,3,0,0,0.5,needs_human_review
JC-c56c215b45f1b04a,,T1.05.02,强化学习,1,6,0,0,0.5,needs_human_review
JC-c56c215b45f1b04a,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-c56c215b45f1b04a,,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-c56c215b45f1b04a,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T3.03.01,协作机器人,1,6,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T3.03.07,服务机器人,1,5,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T5.04.01,算力基础设施,1,2,0,0,0.5,needs_human_review
JC-c56d7b3e65bd4d89,,T7.08.01,无人机,1,6,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T1.02.10,世界模型架构,1,3,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-fff4331c07fbc34f,,T7.06.05,空间智能与空间机器人,1,4,0,0,0.5,needs_human_review
JC-090df9034557f941,,T3.03.09,工业机械臂,1,5,0,0,0.5,needs_human_review
JC-2ca73e0ae4ddde42,,T1.04.08,具身智能导航,1,6,0,0,0.5,needs_human_review
JC-2ca73e0ae4ddde42,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-9052571d6e277687,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-9052571d6e277687,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-9052571d6e277687,,T5.04.02,云边端协同,1,1,0,0,0.5,needs_human_review
JC-e1d242b04107b296,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-e1d242b04107b296,,T7.01.09,智能装备,1,5,0,0,0.5,needs_human_review
JC-0c236466368d13dc,,T1.01.11,VLA端到端大模型,1,6,0,0,0.5,needs_human_review
JC-0c236466368d13dc,,T1.02.08,世界模型数据集,1,3,0,0,0.5,needs_human_review
JC-0c236466368d13dc,,T1.02.10,世界模型架构,1,3,0,0,0.5,needs_human_review
JC-0c236466368d13dc,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-0c236466368d13dc,,T4.02.01,合成数据,1,3,0,0,0.5,needs_human_review
JC-fdd09c71b7423280,嵌入式软件组负责人 · T5,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-fdd09c71b7423280,嵌入式软件组负责人 · T5,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-fdd09c71b7423280,嵌入式软件组负责人 · T5,T3.02.03,仿生机器人,1,5,0,0,0.5,needs_human_review
JC-404096d600c8ea20,,T1.03.03,力控与柔顺控制,1,6,0,0,0.5,needs_human_review
JC-404096d600c8ea20,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-404096d600c8ea20,,T1.09.05,灵巧操作,1,5,0,0,0.5,needs_human_review
JC-404096d600c8ea20,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-404096d600c8ea20,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-83947529d7bc5bb5,,T1.02.08,世界模型数据集,1,3,0,0,0.5,needs_human_review
JC-83947529d7bc5bb5,,T4.01.04,数据集,1,3,0,0,0.5,needs_human_review
JC-fb1919f03b7ee756,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-fb1919f03b7ee756,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-abad3cffa4eb60cd,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-284075dcfc7db2c5,数据治理专家 · T4,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-f5812a526cf987b5,,T3.01.05,人形机器人整机与商业化,1,5,0,0,0.5,needs_human_review
JC-ff8da93f40b204c6,,T1.06.10,感知认知(通用),1,4,0,0,0.5,needs_human_review
JC-ff8da93f40b204c6,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-ff8da93f40b204c6,,T3.08.02,域控制器,1,2,0,0,0.5,needs_human_review
JC-225ccf266c48709e,,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
JC-225ccf266c48709e,,T3.01.08,人形机器人(通用),1,6,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T3.02.01,四足机器人,1,5,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T3.05.03,执行器,1,5,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T4.03.05,仿真平台与工具链,1,2,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T4.04.04,系统辨识,1,5,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T4.04.12,Sim-to-Real虚实迁移,1,5,0,0,0.5,needs_human_review
JC-96bfc764dbc55915,,T5.01.01,ROS,1,4,0,0,0.5,needs_human_review
JC-5d24da6f7e8240e9,,T1.04.01,SLAM,1,6,0,0,0.5,needs_human_review
JC-7e2a881b603bc318,,T1.03.12,运动控制(通用),1,5,0,0,0.5,needs_human_review
JC-7e2a881b603bc318,,T1.06.10,感知认知(通用),1,4,0,0,0.5,needs_human_review
JC-7e2a881b603bc318,,T3.03.08,移动机器人(AMR/AGV),1,6,0,0,0.5,needs_human_review
JC-7e2a881b603bc318,,T3.05.04,电机与驱动,1,5,0,0,0.5,needs_human_review
JC-582e3249fc914965,ai算法工程师(大模型) · T1,T2.01.01,激光雷达,1,2,0,0,0.5,needs_human_review
