skillUri,occupationUri,relationType
http://data.europa.eu/esco/skill/S2_2,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_3,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_4,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_5,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_6,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_7,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_8,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_9,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_10,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_11,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_12,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_13,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/3111,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_14,http://data.europa.eu/esco/occupation/3113,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2141,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2512,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2514,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2516,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_15,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_16,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_17,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_18,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_19,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_20,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_21,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_22,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_23,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_24,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_25,http://data.europa.eu/esco/occupation/3112,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/1101,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/2142,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/2513,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/2515,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/2517,essential
http://data.europa.eu/esco/skill/S2_26,http://data.europa.eu/esco/occupation/3112,essential
